id,nama
1,Data ke-1
2,Data ke-2
3,Data ke-3
4,Data ke-4
5,Data ke-5
6,Data ke-6
7,Data ke-7
8,Data ke-8
9,Data ke-9
10,Data ke-10
11,Data ke-11
12,Data ke-12
13,Data ke-13
14,Data ke-14
15,Data ke-15
16,Data ke-16
17,Data ke-17
18,Data ke-18
19,Data ke-19
20,Data ke-20
21,Data ke-21
23,Data ke-23
24,Data ke-24
25,Data ke-25
26,Data ke-26
27,Data ke-27
28,Data ke-28
29,Data ke-29
30,Data ke-30
31,Data ke-31
32,Data ke-32
33,Data ke-33
34,Data ke-34
35,Data ke-35
36,Data ke-36
37,Data ke-37
38,Data ke-38
39,Data ke-39
40,Data ke-40
41,Data ke-41
42,Data ke-42
43,Data ke-43
44,Data ke-44
45,Data ke-45
46,Data ke-46
47,Data ke-47
48,Data ke-48
49,Data ke-49
50,Data ke-50
51,Data ke-51
52,Data ke-52
53,Data ke-53
54,Data ke-54
55,Data ke-55
56,Data ke-56
57,Data ke-57
58,Data ke-58
59,Data ke-59
60,Data ke-60
61,Data ke-61
62,Data ke-62
63,Data ke-63
64,Data ke-64
65,Data ke-65
66,Data ke-66
67,Data ke-67
68,Data ke-68
69,Data ke-69
70,Data ke-70
71,Data ke-71
72,Data ke-72
73,Data ke-73
74,Data ke-74
75,Data ke-75
76,Data ke-76
77,Data ke-77
78,Data ke-78
79,Data ke-79
80,Data ke-80
81,Data ke-81
82,Data ke-82
83,Data ke-83
84,Data ke-84
85,Data ke-85
86,Data ke-86
87,Data ke-87
88,Data ke-88
89,Data ke-89
90,Data ke-90
91,Data ke-91
92,Data ke-92
93,Data ke-93
94,Data ke-94
95,Data ke-95
96,Data ke-96
97,Data ke-97
98,Data ke-98
99,Data ke-99
100,Data ke-100
101,Data ke-101
102,Data ke-102
103,Data ke-103
104,Data ke-104
105,Data ke-105
106,Data ke-106
107,Data ke-107
108,Data ke-108
109,Data ke-109
110,Data ke-110
111,Data ke-111
112,Data ke-112
113,Data ke-113
114,Data ke-114
115,Data ke-115
116,Data ke-116
117,Data ke-117
118,Data ke-118
119,Data ke-119
120,Data ke-120
121,Data ke-121
122,Data ke-122
123,Data ke-123
124,Data ke-124
125,Data ke-125
126,Data ke-126
127,Data ke-127
128,Data ke-128
129,Data ke-129
130,Data ke-130
131,Data ke-131
132,Data ke-132
133,Data ke-133
134,Data ke-134
135,Data ke-135
136,Data ke-136
137,Data ke-137
138,Data ke-138
139,Data ke-139
140,Data ke-140
141,Data ke-141
142,Data ke-142
143,Data ke-143
144,Data ke-144
145,Data ke-145
146,Data ke-146
147,Data ke-147
148,Data ke-148
149,Data ke-149
150,Data ke-150
151,Data ke-151
152,Data ke-152
153,Data ke-153
154,Data ke-154
155,Data ke-155
156,Data ke-156
157,Data ke-157
158,Data ke-158
159,Data ke-159
160,Data ke-160
161,Data ke-161
162,Data ke-162
163,Data ke-163
164,Data ke-164
165,Data ke-165
166,Data ke-166
167,Data ke-167
168,Data ke-168
169,Data ke-169
170,Data ke-170
171,Data ke-171
173,Data ke-173
174,Data ke-174
175,Data ke-175
176,Data ke-176
177,Data ke-177
178,Data ke-178
179,Data ke-179
180,Data ke-180
181,Data ke-181
182,Data ke-182
183,Data ke-183
184,Data ke-184
185,Data ke-185
186,Data ke-186
187,Data ke-187
188,Data ke-188
189,Data ke-189
190,Data ke-190
191,Data ke-191
192,Data ke-192
193,Data ke-193
194,Data ke-194
195,Data ke-195
196,Data ke-196
197,Data ke-197
198,Data ke-198
199,Data ke-199
200,Data ke-200
201,Data ke-201
202,Data ke-202
203,Data ke-203
204,Data ke-204
205,Data ke-205
206,Data ke-206
207,Data ke-207
208,Data ke-208
209,Data ke-209
210,Data ke-210
211,Data ke-211
214,Data ke-214
215,Data ke-215
216,Data ke-216
217,Data ke-217
218,Data ke-218
219,Data ke-219
220,Data ke-220
221,Data ke-221
222,Data ke-222
223,Data ke-223
224,Data ke-224
225,Data ke-225
226,Data ke-226
227,Data ke-227
228,Data ke-228
229,Data ke-229
230,Data ke-230
231,Data ke-231
232,Data ke-232
233,Data ke-233
234,Data ke-234
235,Data ke-235
236,Data ke-236
237,Data ke-237
238,Data ke-238
239,Data ke-239
240,Data ke-240
241,Data ke-241
242,Data ke-242
243,Data ke-243
244,Data ke-244
245,Data ke-245
246,Data ke-246
247,Data ke-247
248,Data ke-248
249,Data ke-249
250,Data ke-250
251,Data ke-251
252,Data ke-252
253,Data ke-253
254,Data ke-254
255,Data ke-255
256,Data ke-256
257,Data ke-257
258,Data ke-258
259,Data ke-259
260,Data ke-260
261,Data ke-261
262,Data ke-262
263,Data ke-263
264,Data ke-264
265,Data ke-265
266,Data ke-266
267,Data ke-267
268,Data ke-268
269,Data ke-269
270,Data ke-270
271,Data ke-271
272,Data ke-272
273,Data ke-273
274,Data ke-274
275,Data ke-275
276,Data ke-276
277,Data ke-277
278,Data ke-278
279,Data ke-279
280,Data ke-280
281,Data ke-281
282,Data ke-282
283,Data ke-283
284,Data ke-284
285,Data ke-285
286,Data ke-286
287,Data ke-287
288,Data ke-288
289,Data ke-289
290,Data ke-290
291,Data ke-291
292,Data ke-292
293,Data ke-293
294,Data ke-294
295,Data ke-295
296,Data ke-296
297,Data ke-297
299,Data ke-299
300,Data ke-300
301,Data ke-301
302,Data ke-302
303,Data ke-303
304,Data ke-304
305,Data ke-305
306,Data ke-306
307,Data ke-307
308,Data ke-308
309,Data ke-309
310,Data ke-310
311,Data ke-311
312,Data ke-312
313,Data ke-313
314,Data ke-314
315,Data ke-315
316,Data ke-316
317,Data ke-317
318,Data ke-318
319,Data ke-319
320,Data ke-320
321,Data ke-321
322,Data ke-322
323,Data ke-323
324,Data ke-324
325,Data ke-325
326,Data ke-326
327,Data ke-327
328,Data ke-328
329,Data ke-329
330,Data ke-330
331,Data ke-331
332,Data ke-332
333,Data ke-333
334,Data ke-334
335,Data ke-335
336,Data ke-336
337,Data ke-337
338,Data ke-338
339,Data ke-339
340,Data ke-340
341,Data ke-341
342,Data ke-342
343,Data ke-343
344,Data ke-344
345,Data ke-345
346,Data ke-346
347,Data ke-347
348,Data ke-348
349,Data ke-349
350,Data ke-350
351,Data ke-351
352,Data ke-352
353,Data ke-353
354,Data ke-354
355,Data ke-355
356,Data ke-356
357,Data ke-357
358,Data ke-358
359,Data ke-359
360,Data ke-360
361,Data ke-361
362,Data ke-362
363,Data ke-363
364,Data ke-364
365,Data ke-365
366,Data ke-366
367,Data ke-367
368,Data ke-368
369,Data ke-369
370,Data ke-370
371,Data ke-371
372,Data ke-372
373,Data ke-373
374,Data ke-374
375,Data ke-375
376,Data ke-376
377,Data ke-377
378,Data ke-378
379,Data ke-379
380,Data ke-380
381,Data ke-381
382,Data ke-382
383,Data ke-383
384,Data ke-384
385,Data ke-385
386,Data ke-386
387,Data ke-387
388,Data ke-388
389,Data ke-389
390,Data ke-390
391,Data ke-391
392,Data ke-392
393,Data ke-393
394,Data ke-394
395,Data ke-395
396,Data ke-396
397,Data ke-397
398,Data ke-398
399,Data ke-399
400,Data ke-400
401,Data ke-401
402,Data ke-402
403,Data ke-403
404,Data ke-404
405,Data ke-405
406,Data ke-406
407,Data ke-407
408,Data ke-408
409,Data ke-409
410,Data ke-410
411,Data ke-411
412,Data ke-412
413,Data ke-413
414,Data ke-414
415,Data ke-415
416,Data ke-416
417,Data ke-417
418,Data ke-418
419,Data ke-419
420,Data ke-420
421,Data ke-421
422,Data ke-422
423,Data ke-423
424,Data ke-424
425,Data ke-425
426,Data ke-426
427,Data ke-427
428,Data ke-428
429,Data ke-429
430,Data ke-430
431,Data ke-431
432,Data ke-432
433,Data ke-433
434,Data ke-434
435,Data ke-435
436,Data ke-436
437,Data ke-437
438,Data ke-438
439,Data ke-439
440,Data ke-440
441,Data ke-441
442,Data ke-442
443,Data ke-443
444,Data ke-444
445,Data ke-445
446,Data ke-446
447,Data ke-447
448,Data ke-448
449,Data ke-449
450,Data ke-450
451,Data ke-451
452,Data ke-452
453,Data ke-453
454,Data ke-454
455,Data ke-455
456,Data ke-456
457,Data ke-457
458,Data ke-458
459,Data ke-459
460,Data ke-460
461,Data ke-461
462,Data ke-462
463,Data ke-463
464,Data ke-464
465,Data ke-465
466,Data ke-466
467,Data ke-467
468,Data ke-468
469,Data ke-469
470,Data ke-470
471,Data ke-471
472,Data ke-472
473,Data ke-473
474,Data ke-474
475,Data ke-475
476,Data ke-476
477,Data ke-477
478,Data ke-478
479,Data ke-479
480,Data ke-480
481,Data ke-481
482,Data ke-482
483,Data ke-483
484,Data ke-484
485,Data ke-485
486,Data ke-486
487,Data ke-487
488,Data ke-488
489,Data ke-489
490,Data ke-490
491,Data ke-491
493,Data ke-493
494,Data ke-494
495,Data ke-495
496,Data ke-496
497,Data ke-497
498,Data ke-498
499,Data ke-499
500,Data ke-500
501,Data ke-501
502,Data ke-502
503,Data ke-503
504,Data ke-504
505,Data ke-505
506,Data ke-506
507,Data ke-507
508,Data ke-508
509,Data ke-509
510,Data ke-510
511,Data ke-511
512,Data ke-512
513,Data ke-513
514,Data ke-514
515,Data ke-515
516,Data ke-516
517,Data ke-517
518,Data ke-518
519,Data ke-519
520,Data ke-520
521,Data ke-521
522,Data ke-522
523,Data ke-523
524,Data ke-524
525,Data ke-525
526,Data ke-526
527,Data ke-527
528,Data ke-528
529,Data ke-529
530,Data ke-530
531,Data ke-531
532,Data ke-532
533,Data ke-533
534,Data ke-534
535,Data ke-535
536,Data ke-536
537,Data ke-537
538,Data ke-538
539,Data ke-539
540,Data ke-540
541,Data ke-541
542,Data ke-542
543,Data ke-543
544,Data ke-544
545,Data ke-545
546,Data ke-546
547,Data ke-547
548,Data ke-548
549,Data ke-549
550,Data ke-550
551,Data ke-551
552,Data ke-552
553,Data ke-553
554,Data ke-554
555,Data ke-555
556,Data ke-556
557,Data ke-557
558,Data ke-558
559,Data ke-559
560,Data ke-560
561,Data ke-561
562,Data ke-562
563,Data ke-563
564,Data ke-564
565,Data ke-565
566,Data ke-566
567,Data ke-567
568,Data ke-568
569,Data ke-569
570,Data ke-570
571,Data ke-571
572,Data ke-572
573,Data ke-573
574,Data ke-574
575,Data ke-575
576,Data ke-576
577,Data ke-577
578,Data ke-578
579,Data ke-579
580,Data ke-580
581,Data ke-581
582,Data ke-582
583,Data ke-583
584,Data ke-584
585,Data ke-585
586,Data ke-586
587,Data ke-587
588,Data ke-588
589,Data ke-589
590,Data ke-590
591,Data ke-591
592,Data ke-592
593,Data ke-593
594,Data ke-594
595,Data ke-595
596,Data ke-596
597,Data ke-597
598,Data ke-598
599,Data ke-599
600,Data ke-600
601,Data ke-601
602,Data ke-602
603,Data ke-603
604,Data ke-604
605,Data ke-605
606,Data ke-606
607,Data ke-607
608,Data ke-608
609,Data ke-609
610,Data ke-610
611,Data ke-611
612,Data ke-612
613,Data ke-613
614,Data ke-614
615,Data ke-615
616,Data ke-616
617,Data ke-617
618,Data ke-618
619,Data ke-619
620,Data ke-620
621,Data ke-621
622,Data ke-622
623,Data ke-623
624,Data ke-624
626,Data ke-626
627,Data ke-627
628,Data ke-628
629,Data ke-629
630,Data ke-630
631,Data ke-631
632,Data ke-632
633,Data ke-633
634,Data ke-634
635,Data ke-635
636,Data ke-636
637,Data ke-637
638,Data ke-638
639,Data ke-639
640,Data ke-640
641,Data ke-641
642,Data ke-642
643,Data ke-643
644,Data ke-644
645,Data ke-645
646,Data ke-646
647,Data ke-647
648,Data ke-648
649,Data ke-649
650,Data ke-650
651,Data ke-651
652,Data ke-652
653,Data ke-653
654,Data ke-654
655,Data ke-655
656,Data ke-656
657,Data ke-657
658,Data ke-658
659,Data ke-659
660,Data ke-660
661,Data ke-661
662,Data ke-662
663,Data ke-663
664,Data ke-664
665,Data ke-665
666,Data ke-666
667,Data ke-667
668,Data ke-668
669,Data ke-669
670,Data ke-670
671,Data ke-671
672,Data ke-672
673,Data ke-673
674,Data ke-674
675,Data ke-675
676,Data ke-676
677,Data ke-677
678,Data ke-678
679,Data ke-679
680,Data ke-680
681,Data ke-681
682,Data ke-682
683,Data ke-683
684,Data ke-684
685,Data ke-685
686,Data ke-686
687,Data ke-687
688,Data ke-688
689,Data ke-689
690,Data ke-690
691,Data ke-691
692,Data ke-692
693,Data ke-693
694,Data ke-694
695,Data ke-695
696,Data ke-696
697,Data ke-697
698,Data ke-698
699,Data ke-699
700,Data ke-700
701,Data ke-701
702,Data ke-702
703,Data ke-703
704,Data ke-704
705,Data ke-705
706,Data ke-706
707,Data ke-707
708,Data ke-708
709,Data ke-709
710,Data ke-710
711,Data ke-711
712,Data ke-712
713,Data ke-713
714,Data ke-714
715,Data ke-715
716,Data ke-716
717,Data ke-717
718,Data ke-718
719,Data ke-719
720,Data ke-720
721,Data ke-721
722,Data ke-722
723,Data ke-723
724,Data ke-724
725,Data ke-725
726,Data ke-726
727,Data ke-727
728,Data ke-728
729,Data ke-729
730,Data ke-730
731,Data ke-731
732,Data ke-732
733,Data ke-733
734,Data ke-734
735,Data ke-735
736,Data ke-736
737,Data ke-737
738,Data ke-738
739,Data ke-739
740,Data ke-740
741,Data ke-741
742,Data ke-742
743,Data ke-743
744,Data ke-744
745,Data ke-745
746,Data ke-746
747,Data ke-747
748,Data ke-748
749,Data ke-749
750,Data ke-750
751,Data ke-751
752,Data ke-752
753,Data ke-753
754,Data ke-754
755,Data ke-755
756,Data ke-756
757,Data ke-757
758,Data ke-758
759,Data ke-759
760,Data ke-760
761,Data ke-761
762,Data ke-762
763,Data ke-763
764,Data ke-764
765,Data ke-765
766,Data ke-766
767,Data ke-767
768,Data ke-768
769,Data ke-769
770,Data ke-770
771,Data ke-771
772,Data ke-772
773,Data ke-773
774,Data ke-774
775,Data ke-775
776,Data ke-776
777,Data ke-777
778,Data ke-778
779,Data ke-779
780,Data ke-780
781,Data ke-781
782,Data ke-782
783,Data ke-783
784,Data ke-784
785,Data ke-785
786,Data ke-786
787,Data ke-787
788,Data ke-788
789,Data ke-789
790,Data ke-790
791,Data ke-791
792,Data ke-792
793,Data ke-793
794,Data ke-794
795,Data ke-795
796,Data ke-796
797,Data ke-797
798,Data ke-798
799,Data ke-799
800,Data ke-800
801,Data ke-801
802,Data ke-802
803,Data ke-803
804,Data ke-804
805,Data ke-805
806,Data ke-806
807,Data ke-807
808,Data ke-808
809,Data ke-809
810,Data ke-810
811,Data ke-811
812,Data ke-812
813,Data ke-813
814,Data ke-814
815,Data ke-815
816,Data ke-816
817,Data ke-817
818,Data ke-818
819,Data ke-819
820,Data ke-820
821,Data ke-821
822,Data ke-822
823,Data ke-823
824,Data ke-824
825,Data ke-825
826,Data ke-826
827,Data ke-827
828,Data ke-828
829,Data ke-829
830,Data ke-830
831,Data ke-831
832,Data ke-832
833,Data ke-833
834,Data ke-834
835,Data ke-835
836,Data ke-836
837,Data ke-837
838,Data ke-838
839,Data ke-839
840,Data ke-840
841,Data ke-841
842,Data ke-842
843,Data ke-843
844,Data ke-844
845,Data ke-845
846,Data ke-846
847,Data ke-847
848,Data ke-848
849,Data ke-849
850,Data ke-850
851,Data ke-851
852,Data ke-852
853,Data ke-853
854,Data ke-854
855,Data ke-855
856,Data ke-856
857,Data ke-857
858,Data ke-858
859,Data ke-859
860,Data ke-860
861,Data ke-861
862,Data ke-862
863,Data ke-863
864,Data ke-864
865,Data ke-865
866,Data ke-866
867,Data ke-867
868,Data ke-868
869,Data ke-869
870,Data ke-870
871,Data ke-871
872,Data ke-872
873,Data ke-873
874,Data ke-874
875,Data ke-875
876,Data ke-876
877,Data ke-877
878,Data ke-878
879,Data ke-879
880,Data ke-880
881,Data ke-881
882,Data ke-882
883,Data ke-883
884,Data ke-884
885,Data ke-885
886,Data ke-886
887,Data ke-887
888,Data ke-888
889,Data ke-889
890,Data ke-890
891,Data ke-891
892,Data ke-892
893,Data ke-893
894,Data ke-894
895,Data ke-895
896,Data ke-896
897,Data ke-897
898,Data ke-898
899,Data ke-899
900,Data ke-900
901,Data ke-901
902,Data ke-902
903,Data ke-903
904,Data ke-904
905,Data ke-905
906,Data ke-906
907,Data ke-907
908,Data ke-908
909,Data ke-909
910,Data ke-910
911,Data ke-911
912,Data ke-912
913,Data ke-913
914,Data ke-914
915,Data ke-915
916,Data ke-916
917,Data ke-917
918,Data ke-918
919,Data ke-919
920,Data ke-920
921,Data ke-921
922,Data ke-922
923,Data ke-923
924,Data ke-924
925,Data ke-925
926,Data ke-926
927,Data ke-927
928,Data ke-928
929,Data ke-929
930,Data ke-930
931,Data ke-931
932,Data ke-932
933,Data ke-933
934,Data ke-934
935,Data ke-935
936,Data ke-936
937,Data ke-937
938,Data ke-938
939,Data ke-939
940,Data ke-940
941,Data ke-941
942,Data ke-942
943,Data ke-943
944,Data ke-944
945,Data ke-945
946,Data ke-946
947,Data ke-947
948,Data ke-948
949,Data ke-949
950,Data ke-950
951,Data ke-951
952,Data ke-952
953,Data ke-953
954,Data ke-954
955,Data ke-955
956,Data ke-956
957,Data ke-957
958,Data ke-958
959,Data ke-959
960,Data ke-960
961,Data ke-961
962,Data ke-962
963,Data ke-963
964,Data ke-964
965,Data ke-965
966,Data ke-966
967,Data ke-967
968,Data ke-968
969,Data ke-969
970,Data ke-970
971,Data ke-971
973,Data ke-973
974,Data ke-974
975,Data ke-975
976,Data ke-976
977,Data ke-977
978,Data ke-978
979,Data ke-979
980,Data ke-980
981,Data ke-981
982,Data ke-982
983,Data ke-983
984,Data ke-984
985,Data ke-985
986,Data ke-986
987,Data ke-987
988,Data ke-988
989,Data ke-989
990,Data ke-990
991,Data ke-991
992,Data ke-992
993,Data ke-993
994,Data ke-994
995,Data ke-995
996,Data ke-996
997,Data ke-997
998,Data ke-998
999,Data ke-999
1000,Data ke-1000